date_saisie,platfo,url,nro_id,ed,etab_aut_aff,tit,exist_trail,charge_trav_MOY,exist_syll,nbr_sem,sem_zero,expli_objectif,expli_objectif_txt,publ_expli_pres,cat_publ_pres,ENG,prereq_expli,publ_expli_pres_txt,etud,pro,gp,prereq_expli_txt,prereq_expli_techn,prereq_expli_connais,expli_zero_prereq,detail_nfp,prereq_expli_RF,prereq_expli_RNF,prereq_expli_RC,nbr_etab_contr,taille_equipe,nbr_PERSCLEF,nbr_MC,nbr_PU,nbr_chercheur,nbr_POST,nbr_ETUD,nbr_expert_extérieur,nbr_lien_rés,exist_eval,eval_txt,exist_attest,attest_formel,parcours,cond_util
03/03/2016,FUN,https://www.fun-mooc.fr/courses/psl/47002/session01/about,47002,1,psl,Les fondamentaux de la gestion des risques financiers,OUI,3,OUI,6,NON,NON,NA,OUI,NFP,OUI,OUI,"Prerequisites / Pré-requis
There is no prerequisite for this course. The course is equally suited to students in finance, economics, law or management as to professionals in the sector and the merely curious.

Aucun prérequis n’est nécessaire. Ce cours s’adresse aux étudiants en finance, en économie, en droit et en gestion, aux professionnels du secteur et tous les auditeurs simplement curieux.",OUI,OUI,OUI,"Prerequisites / Pré-requis
There is no prerequisite for this course. The course is equally suited to students in finance, economics, law or management as to professionals in the sector and the merely curious.

Aucun prérequis n’est nécessaire. Ce cours s’adresse aux étudiants en finance, en économie, en droit et en gestion, aux professionnels du secteur et tous les auditeurs simplement curieux.",NON,NON,OUI,GP,NON,NON,NON,1,3,3,0,0,0,0,0,3,0,OUI,"Evaluation
Through regular testing as well as a final quiz, you will obtain a grade for this MOOC.

A certificate will be delivered upon successful completion of the course.

Au travers de quiz intermédiaires et d'un quiz final, vous obtiendrez une note pour ce MOOC.

Une attestation de suivi sera délivrée en cas de succès, à la fin du MOOC.",OUI,NON,NON,LICENCE RESTRICTIVE
03/03/2016,FUN,https://www.fun-mooc.fr/courses/SciencesPo/05006S02/session02/about,05006S02,2,SciencesPo,Politics and Economics of International Energy,OUI,3,OUI,8,NON,NON,"The course aims at providing students whose main interest is in international relations a background on energy resources, technology and economic realities to allow them to correctly interpret the political impact of current developments. It also aims at providing students, who already have a technical background in energy science or engineering, with the broad global view of energy issues that will allow them to better understand the social, economic and political impact of their technical knowledge.",OUI,NFP,OUI,OUI,"
Who can attend this course :
The course is very accessible to a wide public. But it will also provide a lot of resources for those who have an advanced level, like professionals and opinion leaders with an interest in international energy relations and policies. Energy is prominently present in the media almost every day and having a sound understanding of the nexus between technical and political considerations is essential to politicians, diplomats, journalists as well as executives of energy companies to correctly evaluate their options and strategies.

",NON,OUI,OUI,"Recommended background :
The course requires no special scientific, mathematical or economic background; all key concepts are clearly and elementarily explained. It is expected that it will be of interest to undergraduate and graduate students in schools where an equivalent course is not offered (this being the case for the vast majority of schools).",NON,NON,OUI,GP,NON,NON,NON,1,1,1,0,1,0,0,0,0,0,NON,NA,NON,NON,NON,CC-BY-NC-SA
03/03/2016,FUN,https://www.fun-mooc.fr/courses/SciencesPo/05007/Trimestre_1_2015/about,05007,1,SciencesPo,Géopolitique de l'Europe,OUI,NA,OUI,6,NON,NON,NA,OUI,NFP,NON,OUI,"PUBLIC VISÉ ET PRÉREQUIS
Géopolitique de l’Europe s’adresse aux étudiants francophones des premiers cycles universitaires, et à tout internaute ayant le besoin ou l’envie d’acquérir des clés de compréhension de l’Europe dans l’espace mondial. Son format interdisciplinaire et interactif conviendra particulièrement à la préparation des concours de l’administration, des écoles de journalisme et aux formations tournées vers l’international.",OUI,NON,OUI,"PUBLIC VISÉ ET PRÉREQUIS
Géopolitique de l’Europe s’adresse aux étudiants francophones des premiers cycles universitaires, et à tout internaute ayant le besoin ou l’envie d’acquérir des clés de compréhension de l’Europe dans l’espace mondial. Son format interdisciplinaire et interactif conviendra particulièrement à la préparation des concours de l’administration, des écoles de journalisme et aux formations tournées vers l’international.",NON,NON,OUI,GP,NON,NON,NON,3,3,3,0,2,1,0,0,0,0,OUI,"Les acquis de ces quatre premières étapes peuvent ensuite être testés dans un quizz d’évaluation, et mis en pratique lors du jeu de rôle final ou serious game : un scenario européen, une mission et … des décisions à prendre !",NON,NON,NON,CC-BY-NC-SA
25/02/2016,FUN,https://www.fun-mooc.fr/courses/Strasbourg/17002/session01/about,17002,1,Strasbourg,Groupes finis : les mathématiques du Rubik's cube,OUI,2,OUI,6,OUI,OUI,"Le but explicite est d'apprendre à utiliser GAP pour résoudre le Rubik's cube, et par là même, n'importe quel jeu de puzzle ou presque. L'objectif plus ambitieux est de permettre aux étudiants d'apprécier l'ubiquité des groupes dans toutes les situations où la symétrie joue un rôle. On espère encourager des vocations en algèbre.",NON,NFP,NON,OUI,"Prérequis
Le bac S, ou une culture scientifique générale, suffit à comprendre environ 8 des 12 leçons. Dans la fin du cours on se sert de quelques notations qui sont expliquées en L1 (comme le symbole Sigma pour les sommes...).",NON,NON,NON,"Prérequis
Le bac S, ou une culture scientifique générale, suffit à comprendre environ 8 des 12 leçons. Dans la fin du cours on se sert de quelques notations qui sont expliquées en L1 (comme le symbole Sigma pour les sommes...).",NON,OUI,NON,LYC,OUI,NON,NON,1,3,3,2,0,0,0,1,0,0,OUI,"Format du cours
Le cours est découpé en 12 leçons, et nous en proposerons 2 par semaine pendant 6 semaines. Chaque leçon prend la forme d'une vidéo d'environ 15 minutes.
Chaque leçon est accompagnée d'un quiz (autour de 5 petites questions), ainsi que d'un problème ouvert (non évalué).
Des forums seront ouverts dans chaque leçon pour que les participants posent toutes leurs questions, et les enseignants leur répondront. Évaluation
Ce MOOC délivre une attestation à ceux qui auront suivi le cours jusqu'au bout avec succès.

Afin de recevoir l'attestation, 40% des réponses aux questions proposées dans les quizz doivent être correctes. Deux tentatives sont autorisées par quizz.",OUI,NON,NON,CC-BY-NC-ND
25/02/2016,FUN,https://www.fun-mooc.fr/courses/Strasbourg/17001S02/session02/about,17001S02,2,Strasbourg,Optimisation Stochastique Évolutionnaire,OUI,4,OUI,8,OUI,OUI,"À l'issue de ce cours
Les participants qui ne savent pas programmer auront compris le fonctionnement des algorithmes évolutionnaires et sauront quand et comment les utiliser pour résoudre des problèmes industriels.
Les participants qui savent déjà programmer en C ou C++ sauront mettre en œuvre des algorithmes évolutionnaires capables d'optimiser des problèmes continus, discrets et combinatoires ainsi que des expressions de fonctions approximant des données. Pour les problèmes multi-objectifs, ils sauront comment les résoudre.",OUI,NFP,NON,OUI,"À qui s’adresse ce cours ?
Décideurs, ingénieurs, scientifiques, mathématiciens (appliqués), informaticiens.",NON,OUI,NON,"Pré-requis
Bac scientifique et pour ceux qui désireraient mettre en oeuvre un algorithme évolutionnaire : programmation en C/C++ dans le cadre de la plateforme EASEA (ce qui implique un ordinateur sous linux et l’installation de la plateforme EASEA sur cet ordinateur).",OUI,OUI,NON,LYC,OUI,NON,NON,1,1,1,0,1,0,0,0,0,0,OUI,"évaluation
Un QCM par unité (évaluation continuée intégrale) comprenant un retour ouvert sur le contenu pédagogique.
Un exercice d'application avec la plateforme EASEA.
Ce MOOC permet la délivrance d’une attestation de suivi avec succès.",OUI,NON,NON,CC-BY-NC-ND
29/01/2016,FUN,https://www.france-universite-numerique-mooc.fr/courses/ujendouba/36001/session01/about,36001,1,ujendouba,L'écotourisme : Imaginons-le ensemble,OUI,3,OUI,6,NON,OUI,"Ce Mooc, « l’écotourisme, imaginons-le ensemble », vise à vous aider à :
distinguer et définir l'écotourisme parmi les autres formes de tourisme ;
cerner les enjeux de son intégration dans le développement territorial ;
analyser le cadrage d'un projet avec l'écotourisme.",OUI,NFP,NON,OUI,"Ce MOOC s’adresse au grand public sans aucun prérequis mais peut particulièrement intéresser :

les acteurs territoriaux ;
les gestionnaires des aires protégées ;
les entrepreneurs souhaitant se lancer en écotourisme ;
les étudiants niveau licence en développement territorial, en écotourisme, en tourisme durable ;
les curieux souhaitant comprendre ce qu’est l’écotourisme.",OUI,OUI,OUI,Ce MOOC s’adresse au grand public sans aucun prérequis,NON,NON,OUI,GP,NON,NON,NON,2,20,2,1,0,1,0,0,0,0,OUI,"Plusieurs niveaux d’engagement sont possibles allant du simple visionnage de toutes ou d’une partie des vidéos. En complétant les évaluations, vous pourrez obtenir une attestation de suivi avec succès générée par la plateforme FUN. Enfin, vous pourrez aller jusqu’à la certification par les universités qui portent le MOOC, en partenariat avec l'Agence Universitaire de la Francophonie.",OUI,OUI,OUI,CC-BY-NC-ND
04/02/2016,FUN,https://www.france-universite-numerique-mooc.fr/courses/ulb/44002/session01/about,44002,1,ulb,Méthodes de sondage et d'enquête,OUI,"5,5",OUI,9,NON,OUI,"Objectifs
A l’issue de ce MOOC, vous serez capable de :

Définir l’objectif général d’un sondage et identifier les différentes étapes de la démarche d’enquête par sondage.
Différencier les méthodes de sondage – méthodes de prélèvement d’un échantillon – aléatoires des méthodes de sondage empiriques et en expliquer les avantages et inconvénients.
Décrire les caractéristiques de la méthode de sondage aléatoire simple et de la méthode de sondage stratifié, et définir les estimateurs d’une proportion, d’une moyenne ou d’un total utilisés lorsqu’on applique ces méthodes d’échantillonnage.
Décrire et interpréter correctement les « outils » statistiques disponibles évaluer la précision d’une procédure d’estimation.
Décrire les caractéristiques de la population et de l’échantillon qui jouent sur la précision de la procédure d’estimation d’une proportion, d’une moyenne ou d’un total.
Choisir de manière réfléchie la taille de l’échantillon à prélever.
Tirer des conclusions valides de résultats d’estimation de proportions, notamment dans le cadre de sondages pré-électoraux.
D’expliquer les différents types d’erreurs qui peuvent survenir dans le cadre d’une enquête par sondage.
Avoir une idée claire de la liste des points à contrôler pour évaluer globalement la qualité et la fiabilité d’une enquête par sondage.
",OUI,NFP,NON,OUI,"A qui s'adresse ce MOOC ?
Ce MOOC prend appui sur des notions et méthodologies généralement enseignées à des étudiants de 2e ou 3e bachelier/licence en sciences humaines.

Il est conçu pour être suivi par toute personne intéressée par la théorie des sondages et disposant d'une formation de base en statistique et probabilités.

",OUI,NON,OUI,"Pré-requis
Il est important que vous ayez une bonne compréhension des outils fondamentaux de la statistique descriptive univariée:

moyenne
variance
écart-type d’une série de valeurs
diagramme en bâtons
histogramme
Vous devez également disposer d'une connaissance élémentaire des concepts de « variable aléatoire (v.a.) », de « distribution de probabilité d’une v.a. », d’ « espérance et variance d’une v.a. » et de « loi normale ».

Notez toutefois que, dans le module 1, nous vous indiquerons différentes références et ressources vous permettant de revoir brièvement ces quelques pré-requis, si vous en ressentez le besoin.",NON,OUI,NON,GP,NON,NON,NON,1,2,2,0,0,0,2,0,0,0,OUI,"Evaluation
Tout au long du MOOC, nous vous proposerons divers exercices qui vous permettront de faire régulièrement le point sur votre apprentissage.

Dans le dernier module, nous vous inviterons à passer un test final portant sur l’ensemble des contenus du MOOC. La réussite de ce test vous permettra d’obtenir une attestation de suivi avec succès.",OUI,NON,NON,CC-BY-NC-ND
04/02/2016,FUN,https://www.france-universite-numerique-mooc.fr/courses/ulb/44001S02/session02/about,44001S02,2,ulb,L'anglais pour tous - Spice up Your English,OUI,4,OUI,8,OUI,OUI,"Objectifs
A l’issue du MOOC, vous serez en mesure de :

Comprendre ce qu’est une langue et comment en apprendre une nouvelle efficacement.
Identifier et développer des stratégies personnelles d’apprentissage en termes de vocabulaire, grammaire, lecture et audition.
Utiliser les structures grammaticales et la syntaxe afin de comprendre des textes d'un niveau intermédiaire.
Manier du vocabulaire et des expressions idiomatiques liées au contexte de l’éducation et de la nourriture.
Ecouter et lire des textes afin d’en comprendre le sens général et d’en retirer des informations spécifiques.
Améliorer votre prononciation de l’anglais standard.
Mobiliser vos connaissances en anglais dans le cadre de compétences académiques de bases telles que : prendre note ou analyser la structure d’un texte.
Rédiger un texte court en anglais.
Identifier les outils et ressources en ligne qui correspondent le mieux à votre style d’apprentissage.
",OUI,NFP,OUI,OUI,"A qui s'adresse ce MOOC ?
Ce MOOC s’adresse à un public ayant déjà été au minimum 200 heures en contact avec la langue. Cela correspond à un niveau A2 sur le CECR (Cadre Européen Commun de Référence pour l’apprentissage des langues; extrait du référentiel disponible ici). Ce MOOC devrait vous permettre d'atteindre le niveau A2+ ou B1- en fonction du temps que vous aurez pu y consacrer.",NON,NON,NON,"A qui s'adresse ce MOOC ?
Ce MOOC s’adresse à un public ayant déjà été au minimum 200 heures en contact avec la langue. Cela correspond à un niveau A2 sur le CECR (Cadre Européen Commun de Référence pour l’apprentissage des langues; extrait du référentiel disponible ici). Ce MOOC devrait vous permettre d'atteindre le niveau A2+ ou B1- en fonction du temps que vous aurez pu y consacrer.",NON,OUI,NON,GP,NON,NON,NON,1,7,1,0,0,0,0,0,1,0,OUI,"Evaluation
Tout au long du MOOC, des questionnaires à choix multiple vous seront proposés. Vous aurez également à disposition des « checklists » qui vous permettront de faire le point sur votre apprentissage. Pour terminer, vous aurez une évaluation générale à la fin du MOOC qui vous permettra, si vous le souhaitez, de demander une attestation de suivi avec succès.",OUI,NON,NON,CC-BY-NC-ND
27/02/2016,FUN,https://www.fun-mooc.fr/courses/umontpellier/08004/session01/about,08004,1,umontpellier,"Histoire des sciences : une introduction
",OUI,"2,5",OUI,7,OUI,NON,"À propos du cours
L'histoire des sciences, qu'est-ce que c'est et à quoi ça sert ? Comprendre les dynamiques qui ont permis aux sciences de se constituer, explorer ses évolutions, son organisation et ses démarches, telle est l'ambition de ce MOOC qui propose une initiation à une histoire critique des sciences. 
Se repérer dans l'histoire des sciences en abordant les grandes étapes de la science. Comparer les méthodes développées. La place de la mathématisation, le statut de l'observation et de l'expérience seront particulièrement examinés.
Aborder à l'aide d'études de cas la question de la construction sociale des sciences et celle des communautés scientifiques (statut, institution, etc.)",OUI,NFP,NON,OUI,"A qui s'adresse ce cours ?
Ce cours s’adresse aux étudiants scientifiques qui souhaitent contextualiser les savoirs scientifiques, aux étudiants de lettres qui souhaitent acquérir des éléments de culture scientifique, à ceux qui présentent des épreuves de culture générale dans les concours, aux enseignants de sciences, d'histoire et de philosophie du second degré et, au-delà, à tous ceux qui souhaitent participer à la formidable aventure intellectuelle qu'est la science.",OUI,OUI,OUI,"Prérequis
Ce cours ne nécessite aucun pré-requis.",NON,NON,OUI,GP,NON,NON,NON,6,7,7,4,1,2,0,0,0,0,OUI,"Évaluation
Des quizz à la fin de chaque semaine compteront pour 70% de la note finale.
Une activité d'évaluation par les pairs à la fin du MOOC comptera pour 30% de la note finale.
Pour obtenir l'attestation de suivi avec succès, il est nécessaire d’obtenir une note supérieure ou égale à 12/20. L'attestation sera téléchargeable sur votre tableau de bord à la fin du MOOC.",OUI,NON,NON,CC-BY-NC-SA
28/02/2016,FUN,https://www.fun-mooc.fr/courses/unige/57001/Trimestre_1_2015/about,57001,1,unige,"Ebola, vaincre ensemble !
",OUI,2,OUI,5,NON,NON,"Nous tenterons de mieux savoir quels espoirs on peut avoir de disposer d’un vaccin prochainement, et nous essaierons de comprendre pourquoi il aura fallu attendre 38 ans, depuis la découverte du virus Ebola, pour que la communauté internationale se décide à chercher et développer un vaccin contre ce type de virus que l’on savait hautement pathogène et contagieux. La réponse internationale a-t-elle été à la hauteur des enjeux ? L’OMS a-t-elle pu mettre en œuvre le Règlement Sanitaire International dans des conditions satisfaisantes ? Quelle a été la place des ONG dans le règlement du problème ? Toutes ces questions feront l’objet, au cours de ce MOOC, de débats et de points de vue interdisciplinaires, parfois contradictoires. De même, l’importance de la communication, le rôle des médias, la perception du risque par la population et par les décideurs eux-mêmes seront analysés. Une large plage sera réservée aux réponses aux questions des participants adressées aux orateurs par Twitter et/ou par le forum de discussion, afin de réfléchir comment vaincre ensemble Ebola.",OUI,NFP,NON,NON,"Public cible
Ce MOOC est ouvert et gratuit pour tous les publics. Le public cible est principalement le milieu des soignants francophones et les acteurs (publics et privés) des politiques publiques.",NON,OUI,NON,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,0,1,0,4,0,0,0,OUI,"Evaluation
L’évaluation (obligatoire si vous demandez «une attestation de suivi avec succès» du MOOC) sera réalisée sous forme d’un examen consistant à répondre aux deux épreuves suivantes:

1. Une série de 20 quizz (questions à choix multiples ou QCM) corrigés automatiquement par la plateforme.

2. Un essai rédigé en français et déposé sur la plateforme FUN. Votre essai sera évalué par au moins 3 pairs (c’est-à-dire d’autres participants tirés au hasard ayant eux-mêmes rendu leur essai) et vous devrez évaluer au moins 4 autres essais de vos collègues. Votre note obtenue est la moyenne des notes attribuées par les pairs (qui disposent d’instructions écrites et d’une grille de notation). Vous recevrez des instructions détaillées au début de l'épreuve.

Pour obtenir l’attestation, vous devez obtenir une note supérieure à 50% de la note maximale. Notez que l’évaluation par les pairs compte pour 30% et le quiz pour 70% de cette note.

La délivrance d’une attestation conjointe UNIGE – UNF3S sera délivrée automatiquement par FUN.

Cette modalité d’évaluation n’alloue pas de crédits ECTS.",OUI,NON,NON,CC-BY-SA
04/02/2016,FUN,https://www.france-universite-numerique-mooc.fr/courses/unice/33001/Trimestre_4_2014/about,33001,1,Université Nice Sophia Antipolis,BD**2: Des Bases de Données à Big Data,OUI,3,NON,10,NON,NON,"Des dizaines de systèmes de données existent aujourd'hui. L'objectif premier du cours est d'avoir une grille de lecture conceptuelle des différents systèmes de données en approfondissant les principaux standards.

Une introduction pluridisciplinaire permet aux apprenants d'avoir une vision stratégique du futur des systèmes d'information autour des concepts de « mobiquité et BIG DATA ». Ensuite, sont présentés les concepts fondamentaux des bases de données et du BIG DATA avec leurs paradigmes et propriétés en support : TIPS /ACID, RICE, WHAT/BASE et CABS de Google. Les approches Top Down et Bottom Up d'intégration des données permettent ensuite d'explorer les différents paradigmes des systèmes de données.

Ce cours est un prérequis fondamental pour tous les étudiants en informatique (IUT, Licence, Master) souhaitant faire un Master en nouvelles technologies comme le MBDS (Mobiquité, Bases de Données et Intégration de Systèmes) de l'Université de Nice Sophia Antipolis. Il s'adresse aussi aux industriels de l' informatique qui souhaitent une clarification des concepts de bases de données et de Big Data.",OUI,NFP,NON,OUI,"Ce cours est un prérequis fondamental pour tous les étudiants en informatique (IUT, Licence, Master) souhaitant faire un Master en nouvelles technologies comme le MBDS (Mobiquité, Bases de Données et Intégration de Systèmes) de l'Université de Nice Sophia Antipolis. Il s'adresse aussi aux industriels de l' informatique qui souhaitent une clarification des concepts de bases de données et de Big Data.",OUI,OUI,NON,"Preréquis
MOOC niveau IUT, Licence et Master en informatique

En dehors d'une introduction stratégique pluridisciplinaire sur les Systèmes d'Information du futur, ce MOOC s'adresse à tous les étudiants en informatique (niveau IUT, licence ou Mastere) ou informaticiens recherchant une mise à niveau sur les standards de jure et de facto qui sous-tendent la gestion des bases de données et du Big Data. Les seuls prérequis sont d'un point de vue théorique des bases mathématiques de théorie des ensembles et de logique du premier ordre et d'un point de vue pratique pour les cours 8 et 9 des connaissances de base en architecture de système et administration de bases de données SQL Oracle.",NON,OUI,NON,L1,NA,NON,OUI,3,3,3,0,1,1,0,0,1,0,OUI,Les réponses aux QCM de chaque semaine ainsi que le rendu du travail pratique évalué par les pairs permettront la délivrance de l'attestation de suivi avec succès.,OUI,NON,NON,CC-BY-NC-ND
04/02/2016,FUN,https://www.france-universite-numerique-mooc.fr/courses/parisdescartes/70001/session01/about,70001,1,Université Paris Descartes,Environnement et santé : un homme sain dans un environnement sain,OUI,"1,5",OUI,6,NON,NON,NA,OUI,NFP,NON,NON,"À qui s'adresse ce cours ?
Ce MOOC s'adresse au grand public mais aussi à des étudiants qui chercheraient à se former sur les grands concepts de la toxicologie en santé publique : biologistes, chimistes, médecins, pharmaciens, épidémiologistes, vétérinaires, ingénieurs agronomes et/ou chimistes.",OUI,NON,OUI,NA,NA,NA,NA,NA,NA,NA,NA,COLLECTIF,COLLECTIF,6,0,5,1,0,0,0,0,OUI,Une attestation de suivi avec succès sera remise aux participants qui auront obtenu une note supérieure à 60 % sur l'ensemble des quiz du MOOC.,OUI,NON,NON,CC-BY-NC-ND
27/02/2016,FUN,https://www.fun-mooc.fr/courses/univnantes/31001/session01/about,31001,1,univnantes,"Paroles de FLE {Français Langue Etrangère}
",OUI,"2,5",OUI,4,OUI,OUI,"En effet, vous y poursuivrez deux objectifs principaux :

mieux comprendre le français à l'oral dans différentes situations (exemples : une conversation, un reportage télévisé, etc...). Vous pourrez interagir et vous entraîner avec d'autres locuteurs de français sur les espaces d'échanges du MOOC ;
acquérir des stratégies d'écoute pour faciliter la compréhension de documents abordant des sujets variés et comprenant des accents, des voix, des rythmes variés.",OUI,NFP,NON,OUI,"A QUI S'ADRESSE CE COURS ?
Ce MOOC s'adresse à toutes personnes en situation d'apprentissage du français de niveau B1  : étudiants en français et de français, professeurs de FLE, professionnels utilisant la langue française, etc.",OUI,OUI,NON,"PRE-REQUIS
A partir du niveau B1 acquis du CECRL (niveau intermédiaire à avancé). Vous pouvez évaluer votre niveau avec ce test : http://www.campus-electronique.tm.fr/TestFle/",NON,OUI,NON,GP,NON,OUI,NON,3,3,3,0,2,0,1,0,0,0,OUI,"EVALUATION
Des exercices auto-corrigés seront proposés pour les tâches d'entraînement. Le défi de la semaine sous forme d'évaluation par les pairs prolongera vos savoirs et vous pourrez échanger via les forums de discussions.
A l'issue de ce MOOC vous obtiendrez une attestation de suivi avec succès si vous avez satisfait aux conditions de réussite du cours.",OUI,NON,OUI,LICENCE RESTRICTIVE
29/01/2016,FUN,https://www.france-universite-numerique-mooc.fr/courses/UPS/61001/session01/about,61001,1,UPS,Gérer son entreprise avec un ERP ou un Progiciel de Gestion Intégré,OUI,4,NON,5,OUI,OUI,"Quels sont les objectifs du cours ?

L’analyse et la modélisation des processus transversaux de l’entreprise, côté théorique, ainsi que la familiarisation à l'utilisation d'un ERP, côté pratique constituent les objectifs de ce cours. Suite à cette formation, vous serez capable de gérer des échanges informatisés de données, d’analyser l’intégration de progiciels. Cela entraîne une réflexion sur la modélisation et la mise en place des processus métiers.",OUI,NFP,NON,OUI,"Ce MOOC s'adresse à toutes les personnes qui s'intéressent aux ERP ou à la modélisation des processus transversaux de l'entreprise. Çe cours peut donc vous intéresser que vous soyez :

étudiants
salariés/gérants d'une entreprise
demandeurs d'emploi
ou juste curieux !",OUI,OUI,OUI,Aucun prérequis n'est exigé pour suivre cette formation.,NON,NON,OUI,GP,NON,NON,NON,6,8,8,3,1,0,2,0,2,0,NON,NA,NON,NON,NON,CC-BY-NC-ND
28/01/2016,FUN,https://www.france-universite-numerique-mooc.fr/courses/UPSUD/42001S05/session05/about,42001S05,5,UPSUD,Introduction à la statistique avec R,OUI,5,OUI,5,NON,OUI,"L’objectif est de savoir analyser des données, de comprendre ce que l’on fait, et de pouvoir communiquer ses résultats.",OUI,NFP,,OUI,"Ce cours s’adresse aux étudiants et praticiens de toutes disciplines qui recherchent une formation pratique. Il sera utile à toute personne ayant le besoin d’analyser un jeu de données réel dans le cadre d’un enseignement, de son activité professionnelle ou de recherche, ou par simple curiosité d’analyser un jeu de données par soi-même (données du web, données publiques…).  (...) Public visé
Ce cours s'adresse à un public francophone cherchant à se former aux bases de la statistique avec un logiciel libre (disponible gratuitement). Il vise aussi bien un public en formation initiale qu'un public en formation continue. Compte tenu des nombreux domaines d'application des statistiques et de la taille importante de la communauté R, ce cours concerne une large audience. Sciences fondamentales comme appliquées, sciences humaines, gestion de projet, les statistiques concernent potentiellement l'ensemble des professions.",OUI,OUI,OUI,"Il n’y a pas de pré-requis pour suivre ce cours. Des connaissances de base en algèbre ou en programmation sont utiles mais ne sont pas nécessaires. En revanche, la volonté d’apprendre à analyser un jeu de données par soi-même est essentielle.",NON,OUI,NON,GP,NON,NON,NON,4,10,2,1,1,0,0,7,1,0,OUI,"Evaluation
L’évaluation comporte trois niveaux :

des quiz “mémoire” (5 à 10 questions à la fin de chaque vidéo),
des quiz “exercice” (le plus souvent des calculs simples à réaliser avec R),
un devoir à rendre sous forme de script R.",NON,NON,NON,CC-BY-NC-SA
27/02/2016,FUN,https://www.fun-mooc.fr/courses/usousse/74001/session01/about,74001,1,usousse,Initiation à la conception orientée objet,OUI,4,OUI,4,OUI,OUI,"À PROPOS DU COURS
Les concepts et les technologies introduites par l'approche orientée objet se sont imposés en quelques années dans tous les domaines du génie logiciel : spécification, conception, programmation, test, base de données, ...

Le but de ce MOOC ICOO (Initiation à la Conception Orientée Objet) est de se familiariser avec l’approche orientée objet en ce qui concerne la conception. Plus spécifiquement, au terme de ce module, l'apprenant sera en mesure de comprendre les concepts orientés objet, d'utiliser le langage de modélisation orienté objet UML (Unified Modeling Language), d'analyser et de concevoir un système d’informations.

Plus précisément, ICOO couvre les différents diagrammes d’UML, ainsi qu’une démarche simplifiée du processus unifié allant de la spécification des besoins à la conception concrète d’un système d’informations.",OUI,NFP,NON,OUI,"à QUI S'ADRESSE CE COURS ?
Ce cours s'adresse à tout professionnel dans le domaine de la conception et du développement informatique, ainsi qu'à tout étudiant en Informatique (Licence, Master ou études d’ingénieur) au cours de sa formation ou au cours de la réalisation de son stage de fin d'études.",OUI,OUI,NON,"PRéREQUIS
Ce MOOC ne suppose aucune connaissance spécifique préalable, mais s'adresse cependant à un public composés de professionnels, de stagiaires ou d'étudiants du domaine informatique (niveau IUT, licence, Mastere ou études d'ingénieurs) recherchant à découvrir ou à mieux maîtriser le standard de modélisation orientée objet UML.",NON,OUI,NON,L1,OUI,NON,NON,4,4,4,0,0,4,0,0,0,0,OUI,"éVALUATION
L'évaluation de la formation dans le cadre de ce MOOC se basera sur des QCMs, des activités de conception de diagrammes UML, ainsi que des activités de lecture ou de correction de diagrammes UML. De plus, un mini-projet sera proposé à travers lequel les apprenants seront invités à élaborer les différents diagrammes d'UML relatifs à un cas réel qu'ils choisiront. Pour ce mini-projet, une évaluation par les pairs sera adoptée.",NON,NON,NON,CC-BY-NC-ND
29/01/2016,FUN,https://www.france-universite-numerique-mooc.fr/courses/UT2J/59001/session01/about,59001,1,UT2J,Introduction à la psychologie à l'Université,OUI,2,OUI,5,NON,OUI,"À propos du cours
L’objectif de ce cours est de présenter ce qu’est la psychologie, ce que sont ses principaux secteurs, et les différents débouchés possibles. 
De nombreux étudiants s’inscrivent en licence de psychologie en ayant une idée vague, restreinte, voire erronée de ce qu’est la psychologie à l’université : quels contenus enseignés ? Est-il vrai qu’il y a des maths ? Quels métiers à l’issue de la formation ? Ils peuvent parfois être étonnés de découvrir, dès les premiers cours, que cela ne correspond pas vraiment à ce qu’ils avaient imaginé.

Notre objectif principal est donc de présenter dans les grandes lignes, ce que sont la psychologie et le métier de psychologue ainsi que d’autres débouchés possibles. Ce cours peut donc être vu comme une introduction générale à la psychologie, un panorama non exhaustif des objets, méthodes et champs d’application. Il a pour visée une meilleure diffusion de l’information auprès du grand public, une meilleure orientation des étudiants dans cette filière, et, à terme, une meilleure réussite.",OUI,NFP,NON,OUI," Ce cours peut donc être vu comme une introduction générale à la psychologie, un panorama non exhaustif des objets, méthodes et champs d’application. Il a pour visée une meilleure diffusion de l’information auprès du grand public, une meilleure orientation des étudiants dans cette filière, et, à terme, une meilleure réussite. (...)  À qui s'adresse ce MOOC ?
Ce MOOC s’adresse au grand public sans aucun pré-requis. Il est conçu prioritairement pour les personnes qui souhaitent s’orienter vers un cursus de psychologie à l'université (lycéens et reprises d’études) mais s’adresse également à toute personne qui s’intéresse à cette discipline et à cette profession.",NON,NON,OUI,Ce MOOC s’adresse au grand public sans aucun pré-requis.,NON,NON,OUI,GP,NON,NON,NON,2,20,2,1,1,0,0,0,0,0,OUI,"Évaluation
Auto-évaluation",NON,NON,OUI,CC-BY-NC-ND
